"id_student","code_module","code_presentation","gender","highest_education","imd_band","age_band","num_of_prev_attempts","studied_credits","disability","module_presentation_length","date_registration","Exam_score","TMA_score","CMA_score","click_before_course","click_Q1","click_Q2","click_Q3","click_Q4","homepage","quiz","page","oucontent ","subpage","resource","oucollaborate","url","glossary","externalquiz","ouwiki","questionnaire","dataplus","final_result"
152428,"STEM","2014B","F","A Level or Equivalent","Low(0-30%)","0-35",0,120,"N",241,-24,60,63.25,58,90,609,451,890,1024,398,1006,7,876,254,81,0,14,0,0,0,0,0,"Pass"
152962,"STEM","2014B","F","A Level or Equivalent","High(60-100%)","35-55",0,30,"N",241,-26,60,0,79.75,326,1353,1790,1419,3249,455,6569,5,481,484,102,1,17,0,0,0,0,0,"Pass"
1534494,"STEM","2014B","M","Post Graduate Qualification","High(60-100%)","55<=",0,30,"N",241,-29,76,90,74.25,608,1344,1041,412,1140,442,3142,2,617,160,59,5,13,0,0,0,0,0,"Pass"
153687,"STEM","2014B","F","A Level or Equivalent","High(60-100%)","35-55",0,400,"N",241,-37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Withdrawn"
153788,"STEM","2014B","M","No Formal quals","Low(0-30%)","0-35",0,90,"N",241,-243,0,0,0,77,280,0,0,0,102,43,0,13,29,22,0,5,0,0,0,0,0,"Withdrawn"
1541906,"STEM","2014B","M","Lower Than A Level","Middle(30-60%)","35-55",0,60,"N",241,-80,0,0,0,5,38,0,0,0,15,27,0,0,1,0,0,0,0,0,0,0,0,"Withdrawn"
155067,"STEM","2014B","M","Lower Than A Level","Low(0-30%)","35-55",0,45,"N",241,-92,0,48.5,0,0,28,46,1,0,24,9,0,1,24,11,0,1,0,0,0,0,0,"Fail"
1551895,"STEM","2014B","M","HE Qualification","Middle(30-60%)","35-55",0,120,"N",241,-85,0,0,50,92,93,0,0,0,42,92,0,18,21,10,0,2,0,0,0,0,0,"Withdrawn"
155963,"STEM","2014B","M","A Level or Equivalent","Low(0-30%)","0-35",0,60,"N",241,-22,100,89.75,90.5,59,38,217,19,119,102,197,2,0,44,39,0,10,0,0,0,0,0,"Distinction"
1561431,"STEM","2014B","M","Lower Than A Level","Middle(30-60%)","35-55",0,60,"N",241,-193,0,0,25.3333333333333,69,525,281,533,5,246,845,0,60,129,46,0,3,0,0,0,0,0,"Fail"
1568828,"STEM","2014B","M","HE Qualification","High(60-100%)","35-55",0,30,"N",241,-99,96,0,93.25,136,427,303,131,293,355,368,0,161,144,155,0,49,0,0,0,0,0,"Distinction"
157310,"STEM","2014B","F","Lower Than A Level","Middle(30-60%)","0-35",0,210,"N",241,-16,0,0,0,21,0,0,0,0,18,0,0,0,0,1,0,2,0,0,0,0,0,"Withdrawn"
1591013,"STEM","2014B","M","Lower Than A Level","High(60-100%)","35-55",0,60,"N",241,-96,0,0,40,82,371,9,0,0,103,137,0,123,56,10,0,9,0,0,0,0,0,"Withdrawn"
160300,"STEM","2014B","M","A Level or Equivalent","Low(0-30%)","35-55",0,60,"N",241,-201,66,71,62.25,76,693,285,677,504,451,921,5,460,211,119,7,4,0,0,0,0,0,"Pass"
1619251,"STEM","2014B","F","HE Qualification","Middle(30-60%)","35-55",0,90,"N",241,-61,0,0,0,37,50,0,0,0,28,34,0,4,5,2,0,2,0,0,0,0,0,"Withdrawn"
162650,"STEM","2014B","M","HE Qualification","Middle(30-60%)","35-55",0,30,"N",241,-23,0,42.5,27.3333333333333,1,222,81,87,8,71,239,0,23,39,12,0,1,0,0,0,0,0,"Fail"
1632487,"STEM","2014B","M","Lower Than A Level","High(60-100%)","35-55",0,60,"N",241,-45,54,85.75,74,85,417,512,566,241,325,728,2,289,342,77,5,16,0,0,0,0,0,"Pass"
1638548,"STEM","2014B","M","A Level or Equivalent","Middle(30-60%)","35-55",0,70,"N",241,-129,0,0,0,19,0,0,0,0,12,0,0,2,3,2,0,0,0,0,0,0,0,"Withdrawn"
1644328,"STEM","2014B","M","HE Qualification","High(60-100%)","35-55",0,60,"N",241,-99,0,97,40,198,551,0,0,0,186,231,0,119,66,26,3,25,0,0,0,0,0,"Withdrawn"
1649896,"STEM","2014B","F","Lower Than A Level","High(60-100%)","35-55",0,60,"N",241,-144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Withdrawn"
165647,"STEM","2014B","F","A Level or Equivalent","Middle(30-60%)","0-35",0,120,"N",241,-190,0,69.6,25.5714285714286,7,276,66,199,162,157,385,0,1,71,41,0,6,0,0,0,0,0,"Withdrawn"
1656486,"STEM","2014B","F","HE Qualification","High(60-100%)","35-55",0,60,"N",241,-105,0,0,50,6,220,175,147,0,72,354,0,32,35,27,0,3,0,0,0,0,0,"Withdrawn"
165733,"STEM","2014B","M","A Level or Equivalent","Low(0-30%)","0-35",0,90,"Y",241,-57,0,20,46.2,106,380,848,339,0,265,1019,0,33,156,94,2,13,0,0,0,0,0,"Withdrawn"
166160,"STEM","2014B","F","HE Qualification","High(60-100%)","0-35",0,30,"N",241,-25,100,0,100,156,1993,640,256,115,223,2694,2,46,112,56,9,8,0,0,0,0,0,"Distinction"
1664810,"STEM","2014B","M","Lower Than A Level","Low(0-30%)","35-55",0,60,"N",241,-134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Withdrawn"
1668504,"STEM","2014B","M","A Level or Equivalent","Middle(30-60%)","35-55",0,90,"N",241,-29,0,0,70,101,251,0,0,0,102,87,0,3,34,74,0,7,0,0,0,0,0,"Withdrawn"
1671811,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","35-55",0,90,"N",241,-24,44,71.3,60.75,145,1118,646,451,534,606,409,4,359,416,94,19,36,0,8,132,0,0,"Pass"
1672690,"STEM","2014B","M","HE Qualification","High(60-100%)","35-55",0,30,"N",241,-24,0,0,0,8,8,0,0,0,8,1,0,0,1,3,0,3,0,0,0,0,0,"Fail"
1673876,"STEM","2014B","M","HE Qualification","High(60-100%)","35-55",0,120,"N",241,-141,0,0,70,281,937,0,0,0,244,632,0,189,70,20,0,4,0,0,0,0,0,"Withdrawn"
167791,"STEM","2014B","M","A Level or Equivalent","Low(0-30%)","35-55",0,60,"N",241,-109,76,86.6,63,195,1038,406,583,512,398,765,0,951,184,75,2,35,0,0,164,0,0,"Pass"
1678014,"STEM","2014B","M","Lower Than A Level","High(60-100%)","35-55",0,30,"N",241,-136,0,0,40,48,135,0,0,0,56,54,0,42,17,10,0,2,0,0,0,0,0,"Withdrawn"
1678800,"STEM","2014B","M","A Level or Equivalent","Middle(30-60%)","35-55",0,90,"N",241,-108,80,82.5,92.5,43,320,294,549,942,394,594,4,106,272,117,0,6,0,0,0,0,0,"Pass"
168178,"STEM","2014B","M","A Level or Equivalent","Middle(30-60%)","35-55",0,30,"Y",241,-109,46,60,31.75,5,355,316,424,193,128,714,0,227,115,39,0,4,0,0,0,0,0,"Pass"
1691815,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","35-55",0,60,"N",241,-11,0,44.5,90,119,346,540,1,8,193,118,1,306,111,168,7,8,0,0,0,0,0,"Fail"
169380,"STEM","2014B","M","A Level or Equivalent","Middle(30-60%)","35-55",0,60,"N",241,-34,78,88,74.75,13,272,235,339,134,144,368,2,23,119,282,2,4,0,0,0,0,0,"Pass"
1694780,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","35-55",0,30,"N",241,-107,0,92,86.5,56,336,251,18,1,164,57,0,151,58,36,0,11,0,0,0,0,0,"Fail"
170025,"STEM","2014B","F","HE Qualification","High(60-100%)","0-35",0,60,"N",241,-89,0,20,30,12,52,10,0,0,16,31,0,0,9,14,0,3,0,0,0,0,0,"Withdrawn"
170864,"STEM","2014B","M","HE Qualification","High(60-100%)","35-55",0,60,"Y",241,-26,100,0,96.5,48,1672,1006,1105,943,890,1369,1,64,352,86,4,8,0,0,0,0,0,"Distinction"
1715237,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","35-55",0,60,"N",241,-106,86,0,86.25,16,173,186,101,266,202,300,3,17,77,52,0,6,0,0,0,0,0,"Distinction"
171896,"STEM","2014B","F","A Level or Equivalent","Middle(30-60%)","0-35",0,60,"N",241,-68,0,42,41.3333333333333,66,1038,49,0,15,169,229,0,446,51,42,5,2,0,0,0,0,0,"Withdrawn"
172301,"STEM","2014B","M","Lower Than A Level","Low(0-30%)","0-35",0,60,"N",241,-176,0,0,0,1,34,0,0,0,9,18,0,0,6,2,0,0,0,0,0,0,0,"Withdrawn"
172965,"STEM","2014B","M","Post Graduate Qualification","High(60-100%)","35-55",0,150,"N",241,-54,96,87,97.75,155,459,510,309,789,315,616,4,158,471,152,4,35,4,11,0,0,0,"Distinction"
174807,"STEM","2014B","F","HE Qualification","Low(0-30%)","35-55",0,90,"N",241,-106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Withdrawn"
1750405,"STEM","2014B","M","HE Qualification","Middle(30-60%)","35-55",0,30,"N",241,-17,0,0,20,11,68,1,0,0,14,61,0,0,1,1,0,1,0,0,0,0,0,"Fail"
175490,"STEM","2014B","F","HE Qualification","Middle(30-60%)","0-35",0,60,"N",241,-40,98,92.25,92,267,741,355,395,602,433,1260,5,16,272,179,22,20,0,0,0,0,0,"Distinction"
1763378,"STEM","2014B","M","A Level or Equivalent","Low(0-30%)","35-55",0,40,"N",241,-73,0,0,50,34,439,171,3,0,64,514,0,34,22,9,0,3,0,0,0,0,0,"Fail"
1769985,"STEM","2014B","M","HE Qualification","High(60-100%)","35-55",0,30,"N",241,-75,0,65,70,0,471,185,0,0,111,220,0,125,61,22,0,6,0,0,0,0,0,"Withdrawn"
1774071,"STEM","2014B","M","HE Qualification","High(60-100%)","35-55",0,30,"N",241,-29,0,48,26,38,394,621,0,0,142,243,2,310,156,142,3,19,0,0,0,0,0,"Withdrawn"
177967,"STEM","2014B","M","A Level or Equivalent","Low(0-30%)","0-35",0,30,"N",241,-41,80,0,69.75,27,231,234,79,194,238,217,2,25,130,127,0,19,0,0,0,0,0,"Pass"
178072,"STEM","2014B","M","A Level or Equivalent","Low(0-30%)","0-35",0,60,"N",241,-9,62,65,50,29,127,76,65,219,151,130,3,0,111,64,0,13,0,0,0,0,0,"Withdrawn"
1780737,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","35-55",0,60,"Y",241,-29,0,91,40,415,607,20,0,0,155,163,0,256,70,29,2,10,0,0,0,0,0,"Withdrawn"
1781834,"STEM","2014B","M","HE Qualification","Middle(30-60%)","35-55",0,75,"N",241,-25,52,85.75,73,166,2032,1052,2194,2107,1659,1097,5,1331,507,300,12,29,0,0,0,0,0,"Pass"
178654,"STEM","2014B","F","HE Qualification","High(60-100%)","35-55",0,30,"N",241,-234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Withdrawn"
179904,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","0-35",0,90,"N",241,-215,0,0,0,1,16,0,0,0,9,0,0,1,0,0,0,2,0,0,0,0,0,"Fail"
1828112,"STEM","2014B","M","A Level or Equivalent","Low(0-30%)","35-55",0,60,"N",241,-53,0,0,50,0,473,0,0,0,56,248,0,95,22,3,0,7,0,0,0,0,0,"Withdrawn"
183331,"STEM","2014B","M","Lower Than A Level","Low(0-30%)","0-35",0,90,"N",241,-88,29,46.25,0,90,824,129,202,60,363,2,0,106,209,96,4,12,0,3,101,0,0,"Withdrawn"
1841267,"STEM","2014B","F","A Level or Equivalent","High(60-100%)","35-55",0,60,"N",241,-170,0,68,54,16,221,91,87,0,88,202,0,10,49,40,1,7,0,0,0,0,0,"Withdrawn"
1848820,"STEM","2014B","M","Lower Than A Level","High(60-100%)","35-55",0,90,"N",241,-71,0,62,68.5,114,445,120,1,0,118,315,0,72,51,21,2,6,0,0,0,0,0,"Withdrawn"
1855583,"STEM","2014B","F","HE Qualification","Middle(30-60%)","35-55",0,60,"N",241,-103,78,73.1,76.5,41,536,124,215,296,297,402,0,31,169,50,24,16,7,2,0,0,0,"Pass"
187435,"STEM","2014B","F","Lower Than A Level","Middle(30-60%)","35-55",0,90,"N",241,-1,98,96.75,93.25,8,359,501,559,424,295,652,2,54,279,202,0,8,0,0,0,0,0,"Distinction"
1876636,"STEM","2014B","F","A Level or Equivalent","High(60-100%)","35-55",0,120,"N",241,-84,82,85.25,83,184,1801,786,613,562,601,822,6,168,157,49,2,19,0,0,0,0,0,"Distinction"
1877015,"STEM","2014B","M","Lower Than A Level","Middle(30-60%)","35-55",0,60,"N",241,-240,0,92,100,42,743,0,0,0,120,542,0,24,75,18,0,6,0,0,0,0,0,"Withdrawn"
1877732,"STEM","2014B","M","HE Qualification","High(60-100%)","35-55",0,90,"N",241,-225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Withdrawn"
1888343,"STEM","2014B","M","Lower Than A Level","Low(0-30%)","35-55",0,60,"N",241,-115,70,92.25,89,155,2320,838,1139,2140,1090,2895,3,255,235,102,1,14,0,0,0,0,0,"Pass"
189428,"STEM","2014B","F","Lower Than A Level","High(60-100%)","0-35",0,30,"Y",241,-23,94,0,82.25,9,187,84,239,196,147,416,1,2,73,57,0,11,0,0,0,0,0,"Pass"
1894419,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","35-55",0,60,"N",241,-29,0,61.3333333333333,10,112,762,318,183,79,268,405,0,448,23,67,7,11,0,0,29,0,0,"Withdrawn"
1896088,"STEM","2014B","M","A Level or Equivalent","Middle(30-60%)","35-55",0,60,"N",241,-115,0,0,40,20,162,0,0,0,49,50,0,0,15,8,0,3,0,0,0,0,0,"Withdrawn"
189624,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","0-35",0,150,"N",241,-73,54,47.5,47.25,110,367,457,719,1338,453,1167,3,737,348,135,9,8,0,0,0,0,0,"Pass"
1906919,"STEM","2014B","M","Lower Than A Level","Low(0-30%)","35-55",0,60,"N",241,-297,78,83.25,76,53,884,320,458,969,554,911,1,43,150,45,6,15,0,0,0,0,0,"Pass"
1908526,"STEM","2014B","M","HE Qualification","Low(0-30%)","35-55",0,60,"N",241,-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Fail"
191000,"STEM","2014B","M","Post Graduate Qualification","High(60-100%)","0-35",0,60,"N",241,-38,0,82.6666666666667,0,19,76,0,0,0,25,26,0,25,2,12,0,5,0,0,0,0,0,"Withdrawn"
1911513,"STEM","2014B","F","A Level or Equivalent","Low(0-30%)","35-55",0,60,"Y",241,-17,94,75,90.5,229,529,229,362,337,240,1136,2,14,175,91,0,22,0,0,0,0,0,"Pass"
191797,"STEM","2014B","F","A Level or Equivalent","High(60-100%)","0-35",0,30,"N",241,-27,50,84.25,82.25,7,129,80,146,366,139,273,4,145,108,37,0,5,0,0,0,0,0,"Pass"
1922200,"STEM","2014B","M","Lower Than A Level","Middle(30-60%)","35-55",0,30,"N",241,-85,0,74,62.5,44,853,305,0,0,232,251,0,61,90,38,0,8,0,0,0,0,0,"Fail"
1924641,"STEM","2014B","M","HE Qualification","High(60-100%)","35-55",0,120,"N",241,-133,14,50,22,3,316,112,189,87,137,212,2,92,92,29,1,9,0,0,0,0,0,"Fail"
1930146,"STEM","2014B","M","A Level or Equivalent","Middle(30-60%)","35-55",0,45,"N",241,-17,42,55,37.25,46,553,483,656,1084,282,1437,1,857,151,80,0,7,0,0,0,0,0,"Pass"
1930644,"STEM","2014B","M","Lower Than A Level","Middle(30-60%)","35-55",0,90,"N",241,-92,0,22.5,35,0,118,143,248,0,69,335,0,3,36,50,0,4,0,0,0,0,0,"Withdrawn"
193163,"STEM","2014B","M","HE Qualification","High(60-100%)","35-55",0,90,"N",241,-29,0,67.8,73.3333333333333,461,897,142,228,1,319,513,0,365,132,65,0,33,0,0,5,0,0,"Fail"
1942999,"STEM","2014B","F","HE Qualification","Middle(30-60%)","35-55",0,90,"N",241,-28,0,0,75.5,28,231,165,0,0,86,180,0,3,85,27,0,10,0,0,0,0,0,"Withdrawn"
194377,"STEM","2014B","F","A Level or Equivalent","High(60-100%)","0-35",0,60,"N",241,-148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Withdrawn"
1945240,"STEM","2014B","M","Lower Than A Level","Middle(30-60%)","35-55",0,90,"N",241,-92,0,41.5,56,97,667,684,30,0,277,711,0,143,190,53,8,9,0,0,0,0,0,"Withdrawn"
1947911,"STEM","2014B","F","HE Qualification","High(60-100%)","35-55",0,60,"N",241,-45,0,0,82,56,576,316,376,27,160,838,0,71,143,35,3,3,0,0,0,0,0,"Withdrawn"
1951080,"STEM","2014B","M","A Level or Equivalent","Middle(30-60%)","35-55",0,90,"N",241,-73,0,91.5,75.3333333333333,112,789,595,183,0,315,365,0,263,120,56,8,35,0,0,0,0,0,"Withdrawn"
1951139,"STEM","2014B","F","A Level or Equivalent","Middle(30-60%)","0-35",0,30,"Y",241,-25,78,84.75,80.75,43,384,423,411,778,635,439,2,459,275,152,0,4,0,0,0,0,0,"Pass"
1969407,"STEM","2014B","M","HE Qualification","High(60-100%)","55<=",0,30,"N",241,-22,0,0,62.75,12,205,161,131,51,86,410,0,4,40,18,0,2,0,0,0,0,0,"Fail"
197486,"STEM","2014B","M","HE Qualification","High(60-100%)","0-35",0,60,"N",241,-124,0,0,0,219,113,0,0,0,64,93,0,101,59,12,0,3,0,0,0,0,0,"Withdrawn"
198902,"STEM","2014B","M","Lower Than A Level","Low(0-30%)","0-35",0,60,"N",241,-34,0,51,26.5,5,330,166,356,0,163,127,0,365,57,49,1,6,0,0,49,0,0,"Fail"
200372,"STEM","2014B","M","HE Qualification","Low(0-30%)","35-55",0,120,"N",241,-75,0,98,68,48,287,72,30,0,91,218,0,1,58,28,0,17,0,0,0,0,0,"Withdrawn"
2008262,"STEM","2014B","M","HE Qualification","Low(0-30%)","35-55",0,60,"N",241,-137,0,44,30,18,154,9,0,0,30,87,0,0,30,12,1,4,0,0,0,0,0,"Withdrawn"
201327,"STEM","2014B","M","HE Qualification","High(60-100%)","35-55",0,30,"N",241,-16,0,29,28,2,365,613,78,79,129,531,0,340,86,35,3,5,0,0,0,0,0,"Fail"
2016517,"STEM","2014B","M","Lower Than A Level","High(60-100%)","0-35",0,75,"N",241,-29,58,86.75,85.75,0,172,178,262,134,109,469,1,0,70,50,0,5,0,0,0,0,0,"Pass"
2030117,"STEM","2014B","M","HE Qualification","High(60-100%)","35-55",0,30,"N",241,-22,0,50,47.5,11,711,341,184,25,299,438,0,281,139,41,4,22,0,0,0,0,0,"Withdrawn"
2032058,"STEM","2014B","M","Lower Than A Level","High(60-100%)","35-55",0,40,"N",241,-60,0,84,68.5,150,595,88,0,0,141,280,0,41,122,29,0,7,0,0,0,0,0,"Withdrawn"
203707,"STEM","2014B","M","A Level or Equivalent","Middle(30-60%)","0-35",0,150,"N",241,-26,0,0,0,34,22,0,0,0,23,1,0,5,4,20,0,3,0,0,0,0,0,"Withdrawn"
2044299,"STEM","2014B","M","HE Qualification","High(60-100%)","0-35",0,120,"N",241,-24,0,82,62.5,247,405,330,0,0,302,239,1,157,127,104,4,13,0,0,0,0,0,"Withdrawn"
204725,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","0-35",0,30,"N",241,-80,70,52.25,60,111,770,369,142,744,381,1295,4,248,88,66,0,8,0,0,0,0,0,"Pass"
2047421,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","35-55",0,30,"N",241,-109,40,0,79,36,594,400,170,220,302,553,11,338,120,45,6,7,0,0,0,0,0,"Pass"
2049668,"STEM","2014B","F","HE Qualification","High(60-100%)","35-55",0,90,"N",241,-221,54,71,60.75,1,166,220,265,618,194,766,8,13,178,30,4,15,0,0,0,0,0,"Pass"
205398,"STEM","2014B","M","A Level or Equivalent","Low(0-30%)","35-55",0,60,"N",241,-17,0,88,60,638,707,12,0,0,104,1030,0,139,46,14,4,8,0,0,0,0,0,"Fail"
205425,"STEM","2014B","M","A Level or Equivalent","Middle(30-60%)","0-35",0,60,"N",241,-244,86,94.25,84.75,16,404,263,300,753,229,931,2,327,109,58,0,3,0,0,0,0,0,"Distinction"
2056643,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","0-35",0,60,"Y",241,-32,98,85.75,99,28,556,828,709,2124,245,2753,3,104,147,90,0,17,0,0,0,0,0,"Distinction"
206245,"STEM","2014B","M","HE Qualification","Low(0-30%)","35-55",0,40,"N",241,-117,84,95.25,84.75,202,803,357,422,255,351,585,1,30,120,86,5,15,0,0,0,0,0,"Pass"
2063578,"STEM","2014B","M","A Level or Equivalent","Low(0-30%)","35-55",0,60,"N",241,-162,96,97.5,93.5,371,3289,2157,1354,1357,2415,1173,1,55,777,60,25,24,0,0,0,0,0,"Distinction"
2064873,"STEM","2014B","M","Lower Than A Level","Middle(30-60%)","35-55",0,60,"N",241,-54,94,87.375,83,364,3397,2412,1325,2051,1097,1634,4,4280,299,234,8,113,0,0,172,0,0,"Distinction"
206599,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","0-35",0,90,"N",241,-24,38,63.5,58,86,190,456,220,218,231,406,2,198,105,82,0,5,0,0,0,0,0,"Fail"
2066504,"STEM","2014B","M","HE Qualification","Low(0-30%)","35-55",0,90,"N",241,-45,0,12,0,3,53,6,0,0,19,6,0,2,17,11,1,1,0,0,0,0,0,"Withdrawn"
2087182,"STEM","2014B","M","A Level or Equivalent","Low(0-30%)","0-35",0,30,"N",241,-52,16,48.5,57.3333333333333,89,442,180,154,12,157,430,0,19,93,50,0,8,0,0,0,0,0,"Fail"
2088765,"STEM","2014B","F","HE Qualification","High(60-100%)","35-55",0,60,"Y",241,-89,76,91.75,89.5,962,3702,2730,1850,1821,3210,3238,5,615,514,264,10,28,0,0,0,0,0,"Pass"
2096918,"STEM","2014B","M","A Level or Equivalent","Low(0-30%)","35-55",0,60,"N",241,-186,34,64.25,63.5,157,780,137,215,190,273,630,1,32,142,97,0,4,0,0,0,0,0,"Withdrawn"
2109119,"STEM","2014B","M","HE Qualification","Middle(30-60%)","35-55",0,60,"N",241,-31,48,79.75,69.25,110,547,577,263,397,257,498,4,330,346,186,0,14,0,0,0,0,0,"Pass"
2110039,"STEM","2014B","M","Lower Than A Level","Middle(30-60%)","35-55",0,90,"Y",241,-24,0,0,30,1,299,0,0,0,92,54,0,73,53,16,0,1,0,8,0,0,0,"Withdrawn"
2113778,"STEM","2014B","F","Lower Than A Level","High(60-100%)","35-55",0,60,"N",241,-28,0,0,0,108,145,0,0,0,33,108,0,42,55,9,0,6,0,0,0,0,0,"Withdrawn"
2131908,"STEM","2014B","M","A Level or Equivalent","Middle(30-60%)","35-55",0,60,"N",241,-81,100,0,88.75,1,340,238,41,383,162,620,1,14,120,64,0,17,0,0,0,0,0,"Distinction"
2134304,"STEM","2014B","M","Lower Than A Level","High(60-100%)","35-55",0,60,"N",241,-66,0,0,0,23,75,0,0,0,21,69,0,1,2,2,0,1,0,0,0,0,0,"Fail"
2139037,"STEM","2014B","F","HE Qualification","High(60-100%)","0-35",0,60,"N",241,-52,92,93.25,88,86,552,302,129,156,274,602,3,4,130,79,0,15,0,0,0,0,0,"Distinction"
2139273,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","35-55",0,90,"N",241,-22,0,71.75,39,0,298,249,286,123,162,204,0,301,82,46,0,23,0,0,130,0,0,"Withdrawn"
2142662,"STEM","2014B","M","HE Qualification","Low(0-30%)","35-55",0,30,"N",241,-24,0,0,0,29,145,0,0,0,54,44,0,35,18,13,5,2,0,0,0,0,0,"Withdrawn"
2146277,"STEM","2014B","F","A Level or Equivalent","High(60-100%)","35-55",0,90,"N",241,-39,82,72.75,84.75,15,287,338,260,848,156,624,3,708,124,72,1,6,0,0,0,0,0,"Pass"
2147620,"STEM","2014B","F","HE Qualification","High(60-100%)","35-55",0,30,"N",241,-131,58,89.6666666666667,87.5,58,855,614,1010,640,414,1653,4,381,490,170,0,15,0,0,0,0,0,"Pass"
2147713,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","35-55",0,150,"N",241,-165,42,47.6666666666667,73.3333333333333,56,1040,65,191,270,436,521,0,40,207,72,5,11,0,0,0,0,0,"Pass"
2148297,"STEM","2014B","F","Lower Than A Level","Middle(30-60%)","35-55",0,210,"N",241,-51,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,"Withdrawn"
2156058,"STEM","2014B","M","HE Qualification","Middle(30-60%)","35-55",0,30,"N",241,-123,98,87.6666666666667,82.5,56,101,79,142,357,134,413,1,1,111,69,0,5,0,0,0,0,0,"Distinction"
2171264,"STEM","2014B","M","A Level or Equivalent","Middle(30-60%)","35-55",0,30,"N",241,-85,0,87.5,72,30,152,127,3,0,60,132,0,9,47,43,0,8,0,0,0,0,0,"Fail"
2171834,"STEM","2014B","M","HE Qualification","High(60-100%)","35-55",0,120,"N",241,-51,68,0,54.75,64,198,124,345,126,142,311,1,136,98,49,0,6,0,0,0,0,0,"Pass"
2178929,"STEM","2014B","M","A Level or Equivalent","Middle(30-60%)","35-55",0,30,"N",241,-21,94,0,89,407,588,492,680,493,500,1641,2,37,150,223,0,7,0,0,0,0,0,"Distinction"
2187422,"STEM","2014B","M","Lower Than A Level","High(60-100%)","0-35",0,60,"N",241,-29,84,86.5,75.25,8,495,198,153,1425,178,1546,3,52,164,56,3,2,0,0,0,0,0,"Pass"
2188680,"STEM","2014B","M","Lower Than A Level","Middle(30-60%)","0-35",0,60,"N",241,-1,0,0,0,631,19,0,0,0,117,83,0,116,44,21,0,11,0,0,0,0,0,"Withdrawn"
2198356,"STEM","2014B","M","Lower Than A Level","Middle(30-60%)","35-55",0,60,"N",241,-137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Withdrawn"
2202076,"STEM","2014B","M","Lower Than A Level","High(60-100%)","0-35",0,90,"N",241,-150,0,0,22,139,489,0,0,0,113,116,0,35,52,42,1,5,0,0,0,0,0,"Withdrawn"
2211797,"STEM","2014B","M","A Level or Equivalent","High(60-100%)","0-35",0,100,"N",241,-29,78,85.125,75.25,120,1076,797,1607,470,977,1244,5,739,221,53,6,97,0,0,117,0,0,"Pass"
2213982,"STEM","2014B","M","Lower Than A Level","Low(0-30%)","35-55",0,330,"N",241,-151,0,0,0,13,107,0,0,0,54,1,0,12,11,5,0,3,0,0,0,0,0,"Withdrawn"
2229583,"STEM","2014B","F","A Level or Equivalent","Low(0-30%)","35-55",0,30,"Y",241,-267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Withdrawn"
2236538,"STEM","2014B","M","Lower Than A Level","High(60-100%)","35-55",0,90,"N",241,-65,0,0,0,8,252,0,10,0,58,87,0,30,25,13,0,4,0,0,0,0,0,"Fail"
2238904,"STEM","2014B","M","Lower Than A Level","High(60-100%)","35-55",0,30,"N",241,-45,0,0,80,98,85,0,0,0,61,35,0,16,28,9,0,5,0,0,0,0,0,"Fail"
2239848,"STEM","2014B","M","Lower Than A Level","Low(0-30%)","35-55",0,60,"Y",241,-268,64,87.75,71.5,103,522,797,577,166,310,1112,2,360,285,82,0,11,0,0,0,0,0,"Pass"
2241036,"STEM","2014B","M","A Level or Equivalent","Middle(30-60%)","0-35",0,30,"N",241,-40,0,0,0,16,228,0,0,0,77,84,0,4,34,17,0,2,0,0,0,0,0,"Fail"
2247222,"STEM","2014B","M","HE Qualification","Middle(30-60%)","35-55",0,30,"N",241,-17,76,71,64.6666666666667,0,203,188,73,209,209,184,3,114,102,38,0,12,0,0,0,0,0,"Pass"
